Budget Case,Strategy,Target Budget,Target Budget Share %,Total PnL,PnL Contribution %,Avg Daily PnL,Daily Vol,Sharpe-like Daily,Positive Days %,Worst Day,Avg Losing Day,Corr To Portfolio Daily PnL,Variance Contribution Approx %,PnL In MaxDD Window,MaxDD Loss Contribution %,Avg Gross Exposure %,Max Gross Exposure %
moderate_more_tf_2p00_1p00_7p00,MR_FX,7.0,70.0,433646.6335515123,25.17481855728953,84.79597840272044,2562.4381913389248,0.033091911714917446,43.54712553773954,-75187.49197789084,-1975.584036342415,0.3449462587093494,11.71038736587653,-64826.88812073192,28.82764979532756,63.774629585488114,722.5451772351358
moderate_more_tf_2p00_1p00_7p00,TF_EQ,2.0,20.0,932021.1049707872,54.10733162400273,182.24894504708394,6565.991952392596,0.027756498388742896,29.429018380915135,-82301.39406036749,-4644.059383287132,0.8998840129850957,78.28044867743587,-127091.82205968013,56.51603284370608,106.7023344665692,215.19306321896906
balanced_accel_2p00_1p50_6p50,MR_EQ,1.5,15.0,619613.0919183574,28.5492566367565,121.1601665855216,3807.7459466460914,0.03181939348979964,9.913961673836527,-45297.350221334316,-4000.941477313957,0.476251537332897,19.020243853942045,-23156.014841328142,8.468503414770776,20.45075688848257,159.77955976305537
balanced_accel_2p00_1p50_6p50,MR_FX,6.5,65.0,463750.90038709866,21.36775940238315,90.68261642297588,2882.3342694516705,0.03146151970785372,43.56667970277669,-85815.6422953456,-2171.5021732005,0.30709105311427476,9.283745675284976,-72085.04146391324,26.362585443740755,59.21195918143909,669.0631258948978
balanced_accel_2p00_1p50_6p50,TF_EQ,2.0,20.0,1086966.0439611282,50.082983960860375,212.5471341339711,7872.840603552105,0.026997515234599454,29.429018380915135,-101910.83531413763,-5483.140786570198,0.8682640222748813,71.696010470773,-154086.46859213855,56.351742490403936,106.67084838964023,215.62064034025
aggressive_mrfx_dom_2p50_1p50_6p00,MR_EQ,1.5,15.0,773748.5297317004,26.487996383027735,151.30006447628088,4838.2294444328145,0.03127178365845727,9.913961673836527,-57922.9171972858,-4989.250478454638,0.4236454679182347,14.390791684690498,-29699.275866056734,7.27631349282179,20.47297797863379,161.83685034726363
aggressive_mrfx_dom_2p50_1p50_6p00,MR_FX,6.0,60.0,517150.68818456493,17.703795266484036,101.12449905838189,3396.2926193176836,0.029774966527677416,43.56667970277669,-99611.43740143249,-2503.8126009076736,0.24457004362674784,5.8318188321556645,-88101.81863182918,21.584918586704653,54.64942018931954,620.8539073274039
aggressive_mrfx_dom_2p50_1p50_6p00,TF_EQ,2.5,25.0,1630229.7287317417,55.80820835048821,318.777811640935,12464.282146449335,0.025575304529811556,29.429018380915135,-167966.69417816354,-8547.183332032024,0.9116263885289668,79.77738948315385,-254566.8873996297,62.36880946072398,132.1347310437355,272.69654528124215
max_speed_mrfx_dom_3p00_1p50_5p50,MR_EQ,1.5,15.0,953417.4274212196,24.86695000971076,186.43281725092288,6047.089244583399,0.03083017460308158,9.913961673836527,-72471.14221359987,-6134.845081330994,0.38315531055622815,11.267997934606818,94942.91719726293,-13.71868645448924,20.495570653025588,163.96260464949083
max_speed_mrfx_dom_3p00_1p50_5p50,MR_FX,5.5,55.00000000000001,566566.9273391137,14.777149078766255,110.78743201781651,3905.123863052203,0.028369761345092455,43.56667970277669,-112318.8079135248,-2828.1762127054753,0.19676458335862657,3.736863851098294,211737.72893339448,-30.59484161190924,50.08825556148048,573.2815389643737
max_speed_mrfx_dom_3p00_1p50_5p50,TF_EQ,3.0,30.0,2314090.29874121,60.355900911522994,452.50103612460106,18633.02673603635,0.024284891689092154,29.429018380915135,-259684.9877363448,-12611.637264930443,0.9379617883261469,84.99513821429488,-952085.1831426125,137.57064235092838,157.17648521688292,332.7976992163264
anchor_grid_tf1p125_mreq1_mrfx7p875,MR_EQ,1.0,10.0,235605.97248970252,24.73741389961325,46.07078069802552,1336.1984318801474,0.034478996232019166,9.913961673836527,-14855.332440614642,-1484.2683131580961,0.4585630604645302,18.298211977116168,-7711.210738882015,7.295347262281843,13.564774399807854,102.9228965905278
anchor_grid_tf1p125_mreq1_mrfx7p875,MR_FX,7.875,78.75,345348.6294711193,36.25982778201703,67.53004096032838,1808.5196398294215,0.03733995444290435,43.56667970277669,-53515.67931431712,-1470.5747825625556,0.5421746114922801,29.282020191852393,-67470.09889942863,63.83145500225227,71.76463569074411,816.862201612866
anchor_grid_tf1p125_mreq1_mrfx7p875,TF_EQ,1.125,11.25,371473.05860957433,39.002758318369715,72.63845494907594,2356.091708876542,0.030830062631013722,29.429018380915135,-26880.73353006266,-1726.6308759903136,0.7450137234141846,52.41976783103149,-23399.88450112837,22.137935158774827,61.028173775112364,120.40752803972998
